언론사,제목,내용
매일일보,"풀무원 뮤지엄김치간, 어린이날 맞아 어린이·청소년 무료 입장","[매일일보 임유정 기자] 풀무원이 운영하는 뮤지엄김치간은 어린이날을 맞아 다채로운 이벤트를 진행한다고 2일 밝혔다. 먼저 5월 5일 어린이날 만 18세 이하 어린이와 청소년에게 무료입장 혜택이 주어진다. 단, 고등학생은 학생증 지참이 필수다. 또 이 날 김치학교 참가 어린이의 학부모를 비롯한 모든 성인 관람객에게도 입장료 50%를 할인해 준다. 김치를 쉽고 재밌게 배울수 있는 ‘김치 낱말 퍼즐’ 이벤트도 준비했다. 안내데스크에서 ‘어게인 김치 히어로즈 낱말 퍼즐’을 받아 박물관 곳곳을 돌아다니며 가로세로 낱말 퍼즐을 풀고 다시 4층 안내데스크에 정답지를 제출하면 된다. 낱말 퍼즐은 1단계와 2단계로 나눠 오후 1시부터 5시까지 진행되며, 6~10세 어린이 동반 관람객 선착순 100명이 참여할 수 있다. 1단계 퍼즐을 완성하면 ‘풀무원 하트 연두부’(1개)를, 2단계 퍼즐을 완성하면 ‘풀무원 토이쿠키’(1개)가 추가로 증정된다. 풀무원 바른먹거리 경품을 증정하는 코인 뽑기 이벤트도 마련했다. 오전 어린이 김치학교에 참가한 어린이와 오후 1시부터 5시 사이 방문한 어린이, 그리고 뮤지엄김치간 내 카페 유료 이용객에게 코인을 1개씩 지급한다. 경품은 총 250명에게 생면식감 돈코츠라멘, 풀무원 블랙김영양바, 바른먹거리 인형, 뮤지엄김치간 노트 세트 등을 증정할 예정이다. 또 가정의 달을 맞아 5월 한 달간 2인 이상 방문하는 모든 관람객에게는 50% 할인 혜택을 제공한다. 5월 중 ‘우리집 김치 맛 비법’을 응모하면 100명을 추첨해 커피 기프티콘도 증정한다. 뮤지엄김치간의 대표적인 체험 프로그램인 ‘어린이 김치학교’와 '하루김치'는 어린이날에도 진행된다. 체험 예약은 뮤지엄김치간 홈페이지를 통해 가능하다. 뮤지엄김치간 나경인 파트장은 “김치를 낯설어 하는 어린이들에게 김치와 친숙해질 수 있도록 이번 행사를 기획하게 됐다""며 ""뮤지엄김치간에서 보낸 어린이날을 소중하고 행복한 추억으로 오랫동안 간직하면 좋겠다""고 말했다. "
매일일보,"풀무원, ‘바른먹거리 교육’ 8년만에 10만명 교육 달성","[매일일보 안지예 기자] 풀무원[017810]은 어린이들에게 바른식습관을 길러주는 조기 식습관 교육인 어린이 ‘바른먹거리 교육’이 지난 2010년 첫 교육을 한 이래 8년 만에 교육 인원 10만명을 달성했다고 1일 밝혔다. 풀무원은 당초 오는 2020년까지 10만명 교육을 목표로 했으나 매년 어린이집과 초등학교에서 교육 신청이 정원의 3배 이상을 넘는 등 좋은 반응이 이어지면서 목표를 2년 앞당겨 조기 달성했다. 지난 2010년 바른먹거리 교육 첫 해는 교육인원이 360명에 불과했지만 다음해에는 4843명으로 교육인원이 10배 이상 늘었다. 2014년에는 1만명 이상, 2016년부터는 매년 2만명 이상을 교육하고 있다. 그 결과 바른먹거리 교육 누적인원은 지난 6월 말까지 8년간 총 4227회에 걸쳐 10만1385명에 달했다. 풀무원의 바른먹거리 교육은 식품표시확인 교육, 미각 교육, 영양균형 교육 3가지로 교육과정을 나누고 있다. 식품표시확인 교육을 통해 어린이들은 식품의 유통기한, 제조일자, 원재료명과 함량 등을 확인하는 법을 배울 수 있다. 미각 교육은 제철 식재료를 시각, 후각, 촉각, 청각, 미각인 오감으로 느끼고 표현하는 교육이다. 영양균형 교육은 각 영양소의 중요성과 풀무원이 제안하는 ‘211식사법’을 함께 배울 수 있다. 211식사법은 신선한 채소, 포화지방이 적은 단백질, 거친 통곡물을 2:1:1 비율로 골고루 섭취하는 영양균형 식사법이다. 이같은 교육실시 결과 어린이들이 식품표시를 잘 인식하고 영양균형과 미각에 대해 알게 돼 바른식습관 형성에 도움이 되고 있다는 조사결과가 나왔다. 지난해 교육을 받은 어린이집의 유치부 교사 155명을 대상으로 설문조사를 한 결과 미각 교육을 받은 어린이 85.1%가 눈, 코, 입, 귀, 손을 사용하여 맛의 차이를 설명할 수 있었다고 대답했다. 또 영양균형 교육을 받은 어린이 93.5%가 영양소를 인지하고 유창하게 설명할 수 있다는 답변이 나왔다. 교육 참여자들의 만족도도 매우 높다. 지난해 교육을 받은 1만579명의 초등학생과 494명의 교사를 대상으로 만족도 조사 결과 학생의 90%, 교사의 99.6%가 교육에 만족한다고 답했다. 학생의 80%는 다른 친구에게도 추천하겠다고 응답했다. 이 같은 성과는 지속적인 교육 대상 확대와 체계적인 커리큘럼 개발을 통해 가능했다. 초등학생을 대상으로 시작한 이 교육은 지난 2012년에 대상을 확대해 초등학교 자녀를 둔 학부모와 아이가 함께 교육을 받을 수 있도록 했다. 2013년에는 6~7세 미취학 아동까지 교육 대상을 확대했다. 지난 2014년부터는 식품표시확인 교육, 미각 교육, 영양균형 교육 3가지 주제로 교육 과정을 나눴다. 윤민호 풀무원재단 사무국장은 “어린이 바른먹거리 교육은 풀무원의 대표적인 사회공헌활동으로 시작 8년 만에 국내 대표 조기 식습관 교육으로 자리매김하는 성과를 이뤘다”며 “어린이뿐 아니라 성인, 시니어까지 대상을 확대한 바른먹거리 교육을 앞으로 범국민적 식생활 교육으로 더욱 강화해 나갈 계획”이라고 말했다. "
매일일보,"풀무원, 새 CI 발표…“글로벌 로하스기업으로 도약”","[매일일보 안지예 기자] 올해 오너경영을 마감하고 전문경영인 체제에 돌입한 풀무원[017810]이 새 기업 CI를 발표하고 글로벌 기업으로서의 제 2의 도약에 나선다. 풀무원은 31일 서울 수서동 본사에서 새로운 CI 선포식을 열고 지난 2005년 이후 13년 만에 리뉴얼한 CI와 새롭게 마련한 브랜드 체계, 로하스전략을 발표하고 회사 브랜드체계를 ‘One Pulmuone’으로 정립해 계열사 회사명을 풀무원 브랜드 아래 하나로 일원화한다고 밝혔다. 이효율 풀무원 대표는 CI 선포식에서 “새 CI는 풀무원의 핵심상징은 유지하면서도 색채를 진하게 하고 글자체를 단순화해 풀무원이 하나의 로하스 미션 아래 글로벌기업으로 힘차게 나가겠다는 강력한 의지를 담고 있다”며 “회사가 전문경영인체제로 변화하는 대전환기를 맞아 로하스미션을 더욱 강화하고 구체화해 더 큰 풀무원, 세계 속의 글로벌로하스기업으로 당당하게 도약하고자 한다”고 말했다. 풀무원은 CI 변경과 함께 각 계열사 사명도 ‘One Pulmuone’ 관점에서 변경하기로 했다. 풀무원은 이번에 사업전략을 재정의해 하나의 미션을 공유한 풀무원이라는 브랜드가 모든 사업단위를 포괄할 수 있도록 회사명 브랜드 체계를 바꿨다. 이에 따라 풀무원 계열사 가운데 지난 2000년부터 18년 동안 독자적인 사명을 사용했던 이씨엠디와 푸드머스 2개사의 회사명을 각각 ‘풀무원푸드앤컬처’와 ‘풀무원푸드머스’로 변경했다. 이에 주요 계열사인 풀무원식품, 풀무원건강생활, 풀무원푸드머스, 풀무원푸드앤컬처, 풀무원다논 등으로 창사 이래 처음으로 하나의 풀무원 브랜드 아래 회사명이 일원화됐다. 풀무원 계열 생활서비스 전문기업인 이씨엠디는 풀무원푸드앤컬처로 재탄생해 기존 주력사업인 급식, 컨세션, 휴게소 사업과 함께 건강하고 행복한 문화 공간의 가치를 고객에게 제공하는 생활서비스 전문기업으로 거듭날 계획이다. 풀무원 계열의 식자재 유통기업인 푸드머스는 풀무원푸드머스라는 새로운 회사명으로 B2B시장에서 종합 식재 유통 서비스기업으로 성장을 가속화할 계획이다. 또한 풀무원은 이날 미래 사업전략의 2대 키워드를 ‘바른먹거리(식품사업)’와 ‘건강생활’로 정하고 ‘로하스 7대 전략’을 발표했다. 먼저 바른먹거리 영역에서는 △영양균형(Nutrition Balance) ▲당흡수저감(Low GL, Glycemic Load △육류대체(Meat Alternative) △동물복지(Animal Welfare) 4대 전략을 추진한다. 건강생활영역에서는 ▲건강한 생활공간(Health&Hygiene) ▲행복한 문화공간(Wellness) 2대 전략을 추진하기로 했다. 두 영역 공통적으로는 ▲친환경(Eco-Friendly) 전략을 지속적으로 추진한다. 한편, 새 풀무원 CI는 창사 34주년의 성장저력을 발판으로 다시 한번 도약하겠다는 젊고 역동적인 의지를 강력하게 표현했다. 먼저 CI 심볼 색채를 기존의 연한 녹색에서 채도가 더 진한 녹색으로 바꿔 로하스기업의 선명성과 전사통합의지를 강조했다. 또 심볼의 엣지에 변화를 줘 나와 가족, 이웃을 넘어 지구까지 생각하는 로하스 스타일을 담대하게 표현했다. 영문 워드마크 ‘Pulmuone’의 서체는 기존의 옛스런 세리프(serif, 획 끝의 일부가 돌출된 형태) 스타일을 간결하게 바꿔 미래지향적인 풀무원의 글로벌 이미지를 세련되게 나타냈다. "
매일일보,"풀무원, 디즈니와 연간 ‘바른먹거리 캠페인’ 진행","[매일일보 안지예 기자] 풀무원[017810]은 월트디즈니 컴퍼니 코리아(이하 디즈니)와 2018년 바른먹거리 캠페인 ‘요리하며 놀자!’를 진행한다고 30일 밝혔다. 풀무원과 디즈니는 연간 세 편의 캠페인 영상을 공동 제작하고 케이블 방송의 디즈니 채널을 통해 선보일 예정이다. 풀무원은 지난 2010년부터 어린이들을 대상으로 바른먹거리의 중요성을 알리고 균형 잡힌 식습관 형성을 돕는 ‘바른먹거리 캠페인’을 진행해오고 있다. 올해 바른먹거리 캠페인은 디즈니가 국내 식품기업과는 최초로 단발성 이벤트가 아닌 연간으로 진행하는 캠페인이라는 점에서 이례적이다. 디즈니가 풀무원과 연간 캠페인을 결정한 것은 풀무원의 ‘바른먹거리 원칙’이 디즈니 기준에 부합한다고 판단했기 때문이다. 디즈니는 트랜스지방을 일절 허용하지 않고 나트륨, 당 함량도 허용치를 초과할 수 없는 등 먹거리와 관련해 엄격한 기준을 갖고 있다. 풀무원은 디즈니와 공동으로 진행하는 올해 바른먹거리 캠페인 콘셉트를 ‘요리하며 놀자!’로 설정했다. 어린이들이 선호하는 디즈니 캐릭터와 놀이 소재로 친숙한 요리를 연계해 바른먹거리를 즐겁게 접할 수 있도록 하겠다는 취지다. 지난 28일 공개 된 첫 번째 캠페인 영상 ‘토이쿠키 편’은 디즈니의 ‘미키마우스 클럽하우스’ 캐릭터들이 직접 재배한 채소로 쿠키 반죽(생지)의 색을 입히며 베이킹하는 에피소드를 담고 있다. 미키와 친구들이 풀무원의 먹는 장난감 제품 ‘토이쿠키 만들기’로 직접 쿠키를 만드는 내용을 그렸다. 풀무원과 디즈니는 캐릭터들이 천연재료로 즐겁게 요리하는 모습을 연출해 아이들의 흥미를 유발하며 과자류 간식도 건강하게 만들 수 있다는 메시지를 전할 예정이다. 풀무원과 디즈니는 올해 중 두 편의 영상을 추가 공개할 예정이다. 두 번째 영상은 정부의 동물복지 인증을 획득한 풀무원의 달걀 제품을, 세 번째 영상은 식물성 단백질을 함유하고 있는 두부를 활용해 요리하는 에피소드로 구성된다. 김효실 풀무원 브랜드관리실 브랜드팀 팀장은 “풀무원은 디즈니와 협업해 어린이들이 자연스럽게 바른먹거리에 관심 갖고 바른 식습관을 형성할 수 있도록 노력할 것”이라며 “올해는 영상뿐 아니라 토이쿠키 만들기 공모전 등 다양한 이벤트와 함께 캠페인을 진행할 예정”이라고 말했다. "
매일일보,"[대한민국이 좋다]풀무원, 올해 2만4천명에 ‘바른먹거리 교육’ 무상 실시","[매일일보 안지예 기자] 풀무원[017810]은 조기 식습관 교육인 어린이 ‘바른먹거리 교육’을 올해 2만4000명을 대상으로 실시한다고 9일 밝혔다. 지난해보다 2000명을 늘렸다. 바른먹거리 교육은 어린이들에게 바른 식습관을 길러주기 위해 식생활 전문 교육 강사 ‘푸듀케이터(Food+Educator)’가 유치원, 어린이집, 초등학교, 지역아동센터 등에 직접 찾아가 교육하는 풀무원의 사회공헌활동이다. 올해 바른먹거리 교육은 서울과 수도권, 부산, 광주지역에서 어린이집과 유치원생, 초등생, 학부모를 대상으로 무상으로 실시할 계획이다. 전체 교육은 유치부(6~7세 미취학 아동) 370회, 초등학생(3~4학년) 440회, 초등학생(2~4학년)과 학부모 대상 150회 등 총 960회로 구성됐다. 바른먹거리 교육은 풀무원에서 교육을 위탁받은 비영리 사단법인 ‘푸드포체인지(Food for Change)’ 홈페이지에서 신청할 수 있다. 유치부 대상 교육은 최소 15명에서 최대 25명, 초등학생은 최소 20명 이상으로 구성된 학교·기관이면 신청 가능하다. 바른먹거리 교육은 식품표시확인 교육, 미각 교육, 영양균형 교육 3가지로 구성된다. 식품표시확인 교육은 포장지의 유통기한, 제조일자, 원재료명 등을 확인하는 프로그램이며, 미각 교육은 제철 식재료를 오감으로 경험하고 표현하는 시간이다. 영양균형 교육은 각 영양소의 중요성과 풀무원이 제안하는 ‘211식사법’을 교육한다. ‘신선한 채소, 포화지방이 적은 단백질, 거친 통곡물을 2:1:1 비율로 골고루 섭취하는 식사법이다. 한편, 풀무원은 가정에서도 학부모와 아이가 바른먹거리 교육을 접하고 실천할 수 있도록 대상별 먹거리 교육법과 교육자료를 소개하는 ‘바른먹거리 온라인 스쿨’을 선보일 예정이다. "
매일일보,"풀무원, 전문경영인 체제로 전환…이효율 총괄CEO 선임","[매일일보 최은화 기자] 풀무원은 지난 33년간 회사를 이끌어온 남승우 전 총괄CEO가 물러나고 이효율(사진) 신임 대표를 선임했다고 1일 밝혔다. 이에 따라 풀무원은 1984년 창사 이래 33년간의 오너 경영시대를 마감하고 처음으로 전문경영인이 경영을 총괄하게 됐다. 남 전 총괄CEO는 1984년 직원 10여명으로 시작한 풀무원을 직원 1만여명에 연 매출 2조원이 넘는 기업으로 성장시킨 오너 경영인이다. 창사 이래 대표이사 사장을 맡아 온 그는 지난해 3월 열린 주주총회와 언론 인터뷰를 통해 3년 전부터 만 65세가 되는 2017년을 끝으로 자식이 아닌 전문경영인에게 경영권을 승계하겠다고 사전 공표한 바 있다. 이 계획에 따라 이효율 풀무원식품 대표가 지난해 2월 풀무원의 각자대표로 선임됐고 경영권 승계 프로세스에 따라 업무 인수인계를 받아왔다. 경영권을 내려놓은 남 전 총괄CEO는 풀무원 이사회 의장 역할을 하며 필요한 경우 경영에 대한 자문 역할을 하게 된다. 전문경영인 체제는 전문지식과 경영노하우를 가진 경영인이 자율적으로 기업 경영을 하고 성과와 실적에 책임을 지는 선진경영시스템이지만 국내 상장기업 가운데 경영권을 가족이 아닌 전문경영인에게 승계한 경우는 유한양행 등 일부 기업을 제외하고는 사례가 거의 없다. 남승우 전 총괄 CEO는 평소 “글로벌 기업 CEO들은 대부분 65세에 은퇴한다”며 “비상장기업은 가족경영이 유리하지만 상장기업의 경영권 승계는 전문경영인이 하는 것이 합리적”이라고 소신을 밝혔다. 새로 선임된 이효율 총괄CEO는 1981년 압구정동에서 ‘풀무원 무공해농산물 직판장’으로 시작한 풀무원이 법인 설립을 하기 바로 전해인 1983년에 사원 1호로 입사해 34년 만에 최고경영자까지 오른 풀무원 기업성장사의 산증인이다. 그는 풀무원 입사 후 마케팅 팀장, 사업본부장, 영업본부장, 풀무원식품 마케팅본부장, 풀무원식품 COO(최고운영책임자), 푸드머스 대표이사, 풀무원식품 대표이사를 역임했다. 그는 이 과정에서 영업, 마케팅, 생산, 해외사업 등 다양한 업무를 맡아 풀무원이 매출 2조원이 넘는 한국의 대표적인 바른먹거리 기업으로 성장하는 데 핵심 주역 역할을 해왔다. 이효율 총괄CEO는 취임 후 신년인사를 통해 “풀무원은 지난 33년간 많은 도전과 어려움을 극복하고 한국의 대표적인 바른먹거리와 로하스생활기업으로 성장해 온 저력이 있다”며 “새로운 시대의 젊은 세대와 조화를 이루는 역동적인 젊은 조직문화를 만들어 나가겠다”고 말했다. "
매일일보,"풀무원 올가홀푸드, 프리미엄 PB 간편식 제품군 확대","[매일일보 나기호 기자] 풀무원 올가홀푸드(이하 올가)는 건강한 원재료와 고급스러운 외식 전문점의 맛으로 온 가족이 함께 즐길 수 있는 올가 프리미엄 PB 간편식 제품군을 확대 출시했다고 9일 밝혔다. 올가는 최근 재료와 건강에 신경 쓴 프리미엄 가정간편식(HMR) 트렌드를 반영, 이번 신제품을 무항생제 닭, 국내산 냉장육 등의 원재료와 영양 균형 설계로 프리미엄 가정간편식 제품을 선보인다. 국내 가정간편식 제품군 시장은 즉석밥, 냉장·냉동·신선품, 컵반·국·탕·찌개·반찬류 등에서 최근 맛과 함께 건강을 강조한 프리미엄 HMR 트렌드로 확대되는 추세다. 새롭게 출시되는 ‘건강한 닭으로 만든 치킨윙’ 2종은 엄선된 무항생제 닭날개를 튀기지 않고 오븐에 구워 담백하고 쫄깃한 식감이 살아있다. 1인 가구도 부담 없이 섭취할 수 있도록 250g 소포장으로 출시했다. 에어프라이어 15분 조리로 전문점의 맛을 가정에서도 간편하게 즐길 수 있는 것도 장점이다. ‘건강한 닭으로 만든 버팔로 치킨 윙’은 코리엔더, 월계수잎 등 허브로 맛의 완성도를 높이고 버팔로 시즈닝을 더해 전문점의 수준의 맛을 구현했다. ‘건강한 닭으로 만든 데리야끼 치킨 윙’은 유기농 어간장 베이스에 국산 배를 갈아 넣은 양념을 입혀 짭조름하면서도 달짝지근한 맛이 특징이다. 이와 함께 남녀노소 모두 좋아하는 음식인 가스(커틀릿) 제품 5종(돈가스 3종, 치킨가스, 생선가스)도 함께 출시한다. 올가가 이번에 선보이는 제품은 총 5종으로 두툼한 고기에 건강한 무농약 밀로 만든 빵가루와 무항생제 유정란 등의 건강 원재료를 사용했다. 정준호 올가홀푸드 PB개발PM은 “소비자의 LOHAS 영위를 위해 필요한 상품과 서비스로 ‘나와 지구를 위한 바른먹거리와 건강생활’을 제안하는 올가는 엄격한 상품 취급 원칙과 안전성을 기준으로 꾸준히 소비자가 안심하고 먹을 수 있는 프리미엄한 제품을 선보여 왔다”며 “올가가 오랜 시간 구축해 온 안심 먹거리에 대한 노하우로 다양한 제품을 선보이면서 맛과 건강을 모두 챙길 수 있는 프리미엄 HMR 시장을 리딩해나갈 계획이다”고 말했다. "
매일일보,"풀무원, 협력사 동반성장 간담회 11년 연속 개최","[매일일보 박동준 기자] 풀무원은 협력기업들과 상생협력을 위한 간담회를 11년째 개최했다고 27일 밝혔다. 이날 풀무원은 서울 삼성동 ‘인터콘티넨탈 서울 코엑스 호텔’에서 풀무원식품과 푸드머스의 59개 협력기업 대표 및 임직원, ㈜풀무원 남승우 대표, 풀무원식품 이효율 대표 등 약 100여 명이 참석한 가운데 ‘2017 풀무원 베스트 파트너스 데이’를 열었다. 올해 11년째를 맞는 ‘풀무원 베스트 파트너스 데이’는 풀무원이 협력기업을 초청해 사업방향과 비전을 공유하며 상생협력의 의지를 다지는 간담회다. 풀무원은 2007년부터 협력기업과의 소통과 신뢰를 다지기 위한 동반성장 간담회를 매년 진행해오고 있다. 올해 간담회는 ‘협력기업과 함께하는 풀무원’이라는 주제로 진행했다.  풀무원은 협력기업 간 협업을 강조하면서 △공정거래 △바른먹거리 제품공급 △성과공유 확대 등 세 가지 상생협력 방안을 제시했다. 이외에도 이효율 풀무원식품 대표의 올해 사업방향 발표와 우수 협력기업 시상, 피터 언더우드(원한석) ‘IRC컨설팅’ 선임파트너의 강연이 진행됐다. 이 대표는 “저성장 위기 속에서도 풀무원이 지속적인 성장을 일궈내며 글로벌 강소기업으로 성장하고 있는 것은 협력기업과의 굳건한 파트너십이 기반이 됐다”며, ""2017년에도 협력기업과 풀무원이 함께 성장할 수 있는 건전한 기업 생태계 조성을 위해 협업과 소통에 최선을 다할 것""이라고 밝혔다. "
매일일보,"풀무원, ‘211백일장’ 개최","[매일일보 최서영 기자] 풀무원은 3월 24일부터 오는 4월 6일까지 풀무원 뉴스룸에서 ‘211 백일장’을 실시한다고 24일 밝혔다. 이번 행사는 풀무원이 제안하는 ‘211식사법’을 고객에게 친근하게 알리기 위해서 열렸다. 이는 당 흡수를 줄이는 식생활 ‘지엘(GL, Glycemic Load) 다이어트’의 일환으로 신선한 채소, 포화지방이 적은 단백질, 거친 통곡물을 2:1:1 비율로 골고루 섭취하는 식사법이다. 이번 백일장은 3월 24일부터 4월 6일까지 211, 지엘다이어트, 채소, 단백질, 통곡물, 뱃살 등 211식사법과 관련된 시제를 선택해 N행시를 지어 응모하면 된다. 풀무원 뉴스룸을 방문하는 고객이라면 누구나 참여 가능하다. 우수작을 쓴 108명은 경품을 받는다. 경품은 15만원 상당의 풀무원 ‘바른먹거리 선물세트’와 다이어트 도시락 ‘잇슬림 헬씨퀴진’ 2주 체험권(5명), ‘올바른 브리또’ 3종 세트(20명), ‘아임리얼’ 8종 세트’(30명), 커피 기프티콘(50명) 등이다. 풀무원 뉴스룸 운영담당자는 “풀무원 뉴스룸은 고객에게 풀무원의 소식과 바른먹거리 관련 정보를 다채로운 콘텐츠로 전달하고 소통을 강화하기 위해 개설됐다”며 “이번 행사가 211식사법을 알리고 풀무원 뉴스룸을 홍보하는 계기가 되길 바란다”고 전했다. 한편 풀무원 뉴스룸은 지난 해 9월 미디어 트렌드 변화에 발맞춰 고객들과의 소통을 강화하기 위해 개설됐다. 풀무원 뉴스룸은 △풀무원뉴스 △이슈와칼럼 △로하스 레시피 △멀티미디어 △자료&공지 등 총 5개 카테고리로 구성돼 있다.  뉴스룸은 풀무원의 기업 소식과 공유가치창출(CSV) 활동, 풀무원의 다양한 브랜드 소식을 디지털 콘텐츠로 기획해 발빠르게 전하고 있다. 또한 브랜드 저널리즘에 기반한 심층기획 콘텐츠와 영상, 인포그래픽, 카드뉴스 등의 멀티미디어 콘텐츠를 제공하고 있다.  "
매일일보,"풀무원, 혼밥족 위한 ‘건강 혼밥 쿠킹클래스’ 개최","[매일일보 김아라 기자] 풀무원[017810]은 혼자서 식사를 해결하는 사람들을 위한 ‘건강 혼밥 쿠킹클래스’를 진행한다고 19일 밝혔다. 풀무원식품이 네이버푸드와 함께 진행하는 건강 혼밥 쿠킹클래스는 다음달 8일과 15일 서울 종로구 인사동 ‘뮤지엄김치간’에서 2회에 걸쳐 열린다. 특히 채소 소믈리에와 요리연구가로 알려진 홍성란 요리연구가가 강사로 나서 ‘211식사법 혼밥 레시피’를 주제로 직접 개발한 혼밥 요리법을 선보일 예정이다. 다음달 22일에는 부산 금정구에 있는 풀무원 풀스키친(메뉴개발실)에서 개최된다. 쿠킹클래스에는 신청자 본인뿐 아니라 동반 1인까지 참석 가능하다. 회당 14팀, 최대 28명까지 참석할 수 있다. 참가를 원하는 사람은 오는 30일까지 풀무원이 운영하는 ‘바른먹거리 211식사’ 네이버 포스트 이벤트 페이지에서 신청하면 된다. 나만의 혼밥 레시피를 필수태그(#혼밥레시피·#211식사)와 함께 신청자 개인 블로그 또는 포스트에 업로드하고 이벤트 페이지에 포스팅한 URL과 참석을 원하는 일자, 지역을 댓글로 남기면 된다.  발표는 다음달 3일 네이버 포스트에서 확인 가능하다. "
