언론사,제목,내용
천지일보,풀무원 올가홀푸드 ‘네이버 장보기’에 친환경 식품점으로 입점,천지일보황해연 기자 풀무원 계열의 올가홀푸드가 언택트 시대에 맞춰 ‘네이버 장보기’에 입점하며 4 서비스로 고객과의 접점을 확대한다고 24일 밝혔다 ‘네이버 장보기’는 마트 슈퍼 시장까지 다양한 스토어의 상품을 네이버에서 구매할 수 있도록 지난해 8월 론칭한 서비스다 네이버 회원이면 누구나 원스톱 장보기가 가능하며 추가 할인 혜택이나 네이버페이 포인트 적립까지 받을 수 있다 올가는 친환경 식품점 올가 방이점을 ‘네이버 장보기’에 그대로 입점시킨다는 계획이다 이로써 거리가 멀어 방이점 이용이 어려웠던 고객들도 ‘네이버 장보기’ 올가에서 방이점을 경험할 수 있다 현재는 신선식품 가공식품 생활용품 건강기능식품 등 1000여 상품을 구매할 수 있고 직접 제조한 즉석조리 식품 200여개를 포함해 매장에서 운영 중인 전체 품목으로 점차 확대해 방이점에서 제공하는 차별화된 상품을 경험할 수 있게 된다 올가 ‘네이버 장보기’는 전문가가 친환경 재료를 활용해 제조한 상품을 당일에 바로 받아볼 수 있다는 점이 특징이다 올가 방이점은 정육 수산 베이커리 델리 등 담당 분야에서 15년 이상 경력을 보유한 전문가가 원료 선별부터 품질 관리까지 책임지는 ‘담당자 이력제’를 운영하고 있어 소비자가 믿고 먹을 수 있는 바른 먹거리를 제공한다 정육 코너는 올가 동물복지제도 기준에 맞춘 상품들을 부위별 용도별로 손질해 고객 맞춤형으로 제공하며 수산 코너도 매일 아침 공급된 신선한 수산물을 전문가가 직접 고객이 원하는 대로 손질해 50여개 품목을 운영한다 지속가능성과 친환경 국제 인증을 부여받아 안전성이 입증된 생연어 등 인증 지속가능 수산물도 구매할 수 있다 올가만의 깐깐한 기준으로 만든 상품과 매장에서 엄선한 재료로 직접 제조한 델리 상품이나 베이커리 품목도 판매한다 델리 상품의 경우 탄수화물 단백질 지방의 3대 영양소가 골고루 균형 있게 갖춰진 2·1·1 식단을 기반으로 하고 베이커리의 경우 유기농 밀가루와 동물복지 유정란 등을 사용해 건강하게 만든 빵을 매일 생산한다 네이버 장보기를 통해 구매한 올가의 전 상품은 모두 방이점에서 직배송된다 조태현 올가홀푸드 영업본부장은 “이번 네이버 장보기 입점으로 더 많은 고객이 방이점에서 운영되는 차별화된 가치와 상품 등을 매장 방문 없이도 충분히 경험할 수 있게 됐다”며 “향후에는 더 많은 고객이 올가의 신선한 유기농 먹거리와 친환경 식재료를 즐길 수 있도록 배송 가능 지역을 점차 확대해나갈 것”이라고 말했다 
천지일보,풀무원다논 위솔루션 출시 1주년 기념 이벤트 진행,천지일보정인선 기자 요거트 전문 기업 풀무원다논대표 정희련이 위 전문 특화 발효유 ‘위솔루션’의 브랜드 출시 1주년을 기념해 이벤트를 개최한다고 밝혔다 풀무원다논은 위솔루션 출시 1주년을 맞아 “위솔루션 출시 1주년 모르는 사람 1도 없게 해주세요” 이벤트를 진행한다 이번 이벤트는 위솔루션 출시 1주년을 맞아 꾸준한 고객 성원에 보답코자 마련됐다 이벤트는 위솔루션 공식 인스타그램 계정에서코 확인 가능한 이벤트 게시물을 리그램하고 친구를 소환하면 참여할 수 있다 참여 기간은 이달 25일부터 내달 7일까지다 참가자 중 추첨을 통해 ▲에어팟프로1명 ▲1만원 상당 커피 쿠폰10명 ▲위솔루션 2주 체험분20명을 증정할 예정이다 당첨자 발표는 내달 15일이며 자세한 사항은 위솔루션 인스타그램에서 확인할 수 있다 출시 1주년을 맞은 위솔루션은 위는 물론 장까지 한번에 케어 할 수 있도록 12가지 성분을 함유한 멀티 솔루션 제품이다 프로바이오틱스 9종에 ▲울금 ▲크랜베리 ▲양배추 등 자연유래 추출물을 더해 간편케 위와 장을 한 번에 케어 할 수 있는 것이 특징이다 제품은 국내 발효유 전문가들로 구성된 풀무원다논 연구소에서 약 2년간의 연구개발 과정을 거쳐 지난해 3월에 첫 선을 보였다 특히 출시된 지 한 달 만에 누적판매량 100만개를 돌파하며 돌풍을 일으켰다 한 병으로 위와 장을 동시에 케어 가능한 멀티솔루션 발효유로서 직관적인 의미의 제품명으로 남성뿐 아니라 건강에 관심 높은 여성들까지 사로잡은 것은 것이 주효했다는 분석이다 풀무원다논 위솔루션 마케팅 담당자는 “위솔루션은 요거트 전문 기업인 풀무원다논의 노하우를 바탕으로 확실케 차별화된 콘셉트와 제품력으로 출시 이후 소비자들에게 큰 사랑을 받아왔다”며 “소비자들의 다양한 니즈를 충족시킬 수 있는 차별화된 제품 라인업을 지속적으로 확장할 예정이다”고 말했다 한편 정희련 대표가 이끄는 풀무원다논은 풀무원의 바른 먹거리 철학과 100년 발효 역사를 지닌 프랑스 다논의 세계 1위 요거트 기술이 더해져 설립된 요거트 전문 기업이다 
천지일보,풀무원다논 ‘액티비아 더블액션’ 2종 출시,천지일보정인선 기자 풀무원다논대표 정희련의 요거트 브랜드 ‘액티비아’가 특허 프로바이오틱스 2배 강화하고 프리바이오틱스를 더한 떠먹는 타입의 장 전문 특화 발효유 ‘액티비아 더블액션’ 2종을 출시했다고 밝혔다 ‘액티비아 더블액션’은 프로바이오틱스와 유산균의 생장을 돕는 프리바이오틱스를 배합한 신바이오틱스 포뮬러로 선보인다 특히 전 세계 20개국 특허 프로바이오틱스 ‘액티레귤라리스’를 기존 컵 제품 대비 2배 첨가했다 ‘액티레귤라리스’는 액티비아가 독점으로 사용하는 유산균으로 100년 발효기술 노하우를 갖춘 다논이 보유한 4천여종의 유산균 중 생존력이 검증된 프로바이오틱스만을 엄선한 것이다 다논이 엄선한 프리바이오틱스 3종을 더해 근본적인 장 환경 변화를 경험할 수 있다 제품은 장 건강을 위해 더 맛있게 먹을 수 있는 푸룬과 알로에를 넣은 2종으로 선보인다 ‘액티비아 더블액션 푸룬’은 풍부한 식이섬유와 함께 비타민 ·칼륨 등을 함유했으며 푸룬건자두으로 풍미와 건강함을 높였다 또한 세계 1위 유기농 푸룬 공급업체 테일러팜스 ‘테일러푸룬’과 함께해 특별함까지 더했다 ‘액티비아 더블액션 알로에’는 이국적이고 상큼한 알로에를 담아 아삭한 식감과 깔끔한 맛을 자랑한다 풀무원다논 액티비아 담당자는 “떠먹는 요거트로 건강을 챙기고자 하는 소비자 니즈가 증가함에 따라 맛에 건강을 더한 더블액션을 출시케 됐다”며 “액티비아는 세계판매 1위이자 대한민국 소비자 만족도 1위 요거트 브랜드로서 소비자들의 라이프스타일에 맞춰 변화하는 취향과 다양한 니즈를 만족시키며 시장을 리딩해 나갈 수 있는 프리미엄 제품을 꾸준히 선보일 예정이다”고 말했다 풀무원다논 액티비아 더블액션의 가격은 4입 기준 2980원이다 롯데마트와 킴스클럽 등 전국 대형마트와 체인수퍼에서 구입할 수 있다 정희련 대표가 이끄는 풀무원다논은 풀무원의 바른 먹거리 철학과 100년 발효 역사를 지닌 프랑스 다논의 세계 1위 요거트 기술이 더해져 설립된 요거트 전문 기업이다 현재 8년 연속 세계 판매 1위 ▲요거트 브랜드 ‘액티비아’ ▲온 가족 활력 요거트 ‘아이러브요거트’ ▲5년 연속 그릭요거트 국내 판매 1위1 ‘풀무원다논 그릭’ ▲위 전문 특화 발효유 ‘위솔루션’ 등의 다양한 제품을 판매하고 있다 한편 액티비아는 1987년 프랑스에서 첫 출시된 이후 전세계 70여 개국에서 1초에 308컵·매년 90억 컵이 판매되고 있는 8년 연속 세계 판매 1위 요거트 브랜드다 다논이 보유한 4천여종의 유산균 중 엄선한 20개국 특허 프로바이오틱스 ‘액티레귤라리스’ 가 함유돼 있다 8년 연속 세계 판매 1위닐슨 기준 요거트 브랜드 ‘액티비아’는 요거트 브랜드 최초로 ‘2020 대한민국 퍼스트브랜드 대상’을 수상하며 글로벌 1위 브랜드를 넘어 한국 소비자들에게도 사랑 받는 1위 브랜드로 인정 받았다 
천지일보,바른먹거리 교육 ‘풀무원재단’ 공식 출범,
천지일보,풀무원 바른먹거리 캠페인 확대,천지일보김지연 기자 풀무원이 올바른 식생활 습관 형성을 위해 실시하고 있는 ‘바른먹거리 캠페인’ 교육을 올해 대폭 확대 시행한다 풀무원은 경기도 안양시 만안구 협심어린이집을 시작으로 바른먹거리 캠페인 교육을 본격적으로 실시한다고 8일 밝혔다 올해부터 바른먹거리 캠페인 참가대상을 기존 유치부 아동과 초등학생 포함 어린이집 및 초등학교 교사와 학부모로 확대하고 연령별 맞춤 교육을 시행할 계획이다 바른먹거리 캠페인 교육은 서울과 경기·대전·강원 지역에서 진행된다 어린이와 학부모 교사 등 7000여 명을 대상으로 1년간 350회에 걸쳐 실시된다 모든 교육 프로그램은 연령별 눈높이에 맞게 구성돼 재미있게 참여할 수 있는 점이 특징이다 유치부 교육에서는 영양균형에 관한 팝업북 동화를 듣고 ‘바른먹거리 송’을 만든다 이런 방법으로 바른 먹거리에 대한 인식을 자연스럽게 높일 수 있도록 했다 오감을 활용해 제철 식재료를 맛보는 미각체험도 진행한다 초등부 교육은 식품표시를 확인하는 법과 식품첨가물에 대한 정보를 익히고 요리활동을 하면서 영양균형의 중요성을 알려주는 내용으로 구성했다 바른먹거리 교육을 진행하는 푸드포체인지 노민영 대표는 “2010년 처음 시작한 바른먹거리 캠페인에 올해부터 교사와 학부모가 함께 참여하면서 교육 효과가 더욱 높아질 것”이라고 말했다
천지일보,풀무원 온라인 모니터 요원 ‘’ 21기 모집,수도권 거주 만 2549세 주부·직장인 여성 200명 모집 7월부터 6개월 동안 온라인 의견제시·신제품홍보 활동 천지일보정인선 기자 풀무원식품이 풀무원 신제품에 대해 의견을 제시하고 제품 개선 활동과 홍보에 참여할 온라인모니터 요원 ‘이프레쉬’ 21기를 모집한다고 14일 밝혔다 이들은 오는 7월부터 12월까지 온라인 설문조사를 통해 풀무원 제품에 대한 다양한 의견을 나누고 공장 견학 등에 참여하게 된다 또 참여도에 따라 풀무원샵에서 사용 가능한 마일리지가 제공된다 이프레쉬는 풀무원 제품과 바른먹거리에 관심이 많은 서울∙거주 만 2549세 주부 및 직장인 여성이면 누구나 지원할 수 있다 모집 인원은 약 200명으로 및 블로그 등 소셜 미디어 활동이 활발한 신청자를 우대 선발한다 단 본인이나 가족이 풀무원이나 다른 식품회사에 관련되지 않아야 한다 타 식품회사 모니터로 활동하거나 과거 풀무원 ‘이프레쉬’ ’주부모니터’로 활동한 경험이 있으면 선발대상에서 제외된다 참여 희망자는 오는 27일까지 풀무원 이프레쉬 홈페이지로 지원하면 된다 선정 결과는 다음 달 1일 이프레쉬 홈페이지를 통해 발표되며 휴대폰 문자로도 개별 안내된다 
천지일보,풀무원 올가홀푸드 의성군과 함께하는 ‘제10회 우수 농산물 기획전’ 개최,천지일보정인선 기자 풀무원 계열의 올가홀푸드가 오는 20일까지 14일간 의성군 대표 친환경 과일과 가공식품 등을 최대 50까지 할인하는 ‘제10회 우수 농산물 기획전’을 진행한다고 7일 밝혔다 올가는 지난 2012년 의성군과 ‘친환경 농산물 생산·판매 업무협약 ’을 체결하고 이를 통해 생산된 저탄소인증 농산물을 중심으로 의성군의 다양한 우수 농산물을 모아 매년 기획전 행사를 전개해왔다 올해는 10회를 맞이해 ‘나와 지구를 위한 먹거리’를 콘셉트로 농림축산부의 저탄소·친환경 인증을 받은 농산물뿐 아니라 환경부의 탄소발자국 인증을 받은 가공식품까지 풍성한 바른먹거리 기획전을 진행한다 이번 행사는 올가 전 매장 및 온라인몰을 통해 만나볼 수 있다 의성군에서 생산된 친환경인증 ‘의성육쪽마늘’과 ‘의성양파’를 비롯해 저탄소 인증을 획득해 지속가능성과 안전성을 인정받은 부드러운 복숭아·의성 초록아오리 사과·농장에서 바로 담은 자두 등을 최대 50 할인된 가격에 구매할 수 있다 특히 이번 기획전에는 저탄소 인증을 받은 농산물을 원료로 만들어 생산 전 과정에 걸쳐 온실가스를 감축한 상품들이 추가됐다 환경부가 부여하는 탄소발자국 인증을 국내 최초로 받은 ‘신선한 사과를 그대로 착즙한 사과 한 잔’과 ‘재배농장에서 바로 만든 황도·재배농장에서 바로 만든 백도’를 특가와 11 혜택으로 구매할 수 있다 ‘신선한 사과를 그대로 착즙한 사과 한 잔’은 물과 설탕을 일체 넣지 않고 환경을 생각해 재배된 저탄소 인증 사과를 신선하고 진하게 짜낸 사과 주스다 또한 ‘재배농장에서 바로 만든 황도·백도’는 저탄소 인증 복숭아에 유기농 설탕 등을 넣어 재배 농장에서 바로 만들어 안심하고 먹을 수 있다 김현민 올가홀푸드 영업지원팀장은 “지역 우수 농·특산물 판매 활성화를 통해 의성군 농산물 매출은 지속적으로 성장하며 농가 및 지자체와 상생하기 위해 노력하고 있다”며 “의성군과 올가의 동반 성장을 위해 우수한 품질의 의성군 농산물의 생산과 판매가 더욱 활성화할 수 있도록 노력할 것이다”고 말했다 
천지일보,풀무원 창사 36주년 기념 두부·콩나물 레트로 한정판 출시,천지일보정인선 기자 풀무원식품대표 박남주이 창사 36주년을 기념해 ‘국산콩 풀무원두부’ 4종과 ‘국산콩 무농약 풀무원콩나물’ 레트로 패키지를 한정 판매한다고 밝혔다 ‘국산콩 풀무원두부’와 ‘국산콩 무농약 풀무원콩나물’ 한정판에는 첫 플라스틱 포장두부를 선보인 1987년 패키지를 재해석한 레트로 콘셉트의 디자인이 적용됐다 최근에는 사용치 않던 파란색·빨간색 등 원색을 과감히 사용하고 예스러운 고딕 글씨체로 레트로 감성을 살렸다 중장년 소비자에게는 과거 향수를 불러일으키고 젊은 밀레니얼 세대 소비자에게는 색다른 재미와 복고풍 매력을 느끼도록 했다 창사기념일인 12일부터 ‘국산콩 풀무원두부’ 4종 각 13만 모 ‘국산콩 무농약 풀무원콩나물’ 2만 7천 봉지 한정 판매를 시작한다 먹거리 이슈가 잦았던 1980년대 풀무원은 위생적으로 포장한 두부와 콩나물을 선보이며 국내 먹거리 안전 기준을 마련해왔다 197080년대에는 이따금 ‘방부제 두부·농약 콩나물’ 등 먹거리 파동이 터져 사회적인 불신이 높았다 두부 응고제로 석회의 일종인 공업용 황산칼슘을 섞고 운반 과정에서의 부패를 막기 위해 방부제를 넣기도 했다 콩과 콩기름을 짜고 남은 비지를 섞은 품질 낮은 두부도 많았고 신문지에 둘둘 말아 파는 비위생적인 유통 과정도 문제가 됐다 또한 재배과정과 유통과정에서 쉽게 부패하는 것을 방지코자 살균제를 사용한 농약콩나물이 적발된 사례들도 있었다 이때 풀무원은 비지를 전혀 사용치 않고 국산콩으로 방부제 없이 안전한 두부를 만들어 내놓았다 콩나물도 농약과 성장촉진제를 사용치 않고 깨끗케 직접 길러 판매키 시작했다 풀무원은 이후 끊임없이 연구개발해 바른먹거리 원칙을 만들어 나갔다 두부의 경우 유통 기한이 짧던 초창기 냉각 기술을 개발했고 열 숙성을 통한 미생물 제어 기술로 유통 기한을 최대 21일까지 늘렸다 지난 2005년엔 소포제와 유화제를 쓰지 않고 염화마그네슘 대신 우유에서 추출한 밀키마그네슘을 응고제로 사용한 제품을 선보였다 무소포제·무유화제뿐만 아니라 천일염에서 추출한 천연 간수를 넣은 ‘합성첨가물 제로 두부’를 내놓기도 했다 현재 풀무원의 ‘국산콩 두부’는 1등급 국산콩만 100 사용하고 ▲중금속 ▲잔류농약 ▲병원성미생물 등 377가지 안전 검사를 통과한 콩만 골라 사용한다 또한 콩나물 품질 안정화와 국내 농가소득 증대를 위해 지난 2000년 초반부터 나물콩 품종 단일화를 진행했다 지난 2003년 국내 최초로 콩나물에 숨쉬는 포장재를 개발·적용해 콩나물이 더 오랫동안 신선함이 유지될 수 있도록 했고 지난 2008년에는 숨쉬는 포장기술의 국산화를 통해 품질 차별화 노력을 지속하고 있다 지난해 국내 최초로 국산콩 무농약 원료를 확보한 이래 국내 관련기관들과 협력해 우수 국산 품종의 선발·보급을 확대하는 노력도 기울이고 있다 풀무원은 지난 2005년 원산지부터 ▲생산·입출고·유통관리 정보 추적이 가능한 ‘생산이력제’ 도입 ▲2006년 국내 식품업계 최초 ‘완전표시제’ 시행 ▲2007년 식품업계 최초 유통기한·제조일자 병행 표기 등 소비자에게 안심하고 먹을 수 있는 ‘바른먹거리’를 제공키 위해 노력해왔다 지구환경을 생각하는 친환경 포장 정책도 강화하고 있다 지난 2013년 환경부가 개발한 수성접착제를 사용한 친환경 포장재를 두부 전 제품에 적용하고 플라스틱 용기의 중량을 9 줄였다 지난 2015년에는 식품업계 최초로 유기농 두부 2종에 탄소중립제품 인증을 획득키도 했고 또한 지난해는 연두부 제품 패키지에 탄산칼슘을 혼합해 플라스틱 사용을 30 절감했다 정재훈 풀무원식품 소재 사업부 은 “최근 사회적 거리두기로 ‘홈쿠킹’이 다시 식음료 트렌드로 떠오르면서 이번 풀무원의 레트로 두부·콩나물 패키지는 중장년 소비자는 물론 밀레니얼 세대에게도 어필할 것으로 보인다”며 “환경을 생각한 포장기술을 더욱 적극적으로 도입해 플라스틱 사용과 이산화탄소 배출을 저감한 제품을 지속 선보이겠다”고 말했다 
천지일보,풀무원 ‘파리한글학교 건립한국선수의 밤’ 행사 개최,천지일보김지연 기자 풀무원이 1215일 ‘2013 에비앙챔피언십’에 출전한 한국 여성 골퍼를 초청해 ‘파리한글학교 건립한국선수의 밤’ 행사를 가졌다고 밝혔다 이 행사는 미국여자프로골프 5대 메이저대회 중 하나인 ‘2013 에비앙 챔피언십’에 출전한 한국 여성 골퍼들을 응원하고 파리 한글학교 건립 모금을 하기 위한 자리로 마련됐다 이번 행사에서 한국선수단은 개인소장품을 기증했고 풀무원은 바른먹거리 제품과 생활용품 등을 후원해 한국교민들의 오랜 숙원 사업인 파리 한글학교 건립 기금을 도왔다 박세리 선수는 한국 선수단 대표로 “국민들께 감사하다는 인사와 함께 현지에 전문 요리사를 파견해 바른먹거리로 응원하고 있는 풀무원에 감사한다”는 인사를 전했다 이날 풀무원은 가수 이승철 배우 주상욱 프랑스인 한국문화 전도사 벤자민주아노 등의 한국선수 응원 메시지가 담긴 영상을 준비해 상영하기도 했다 한편 풀무원은 15일까지 열리는 ‘2013 에비앙 챔피언십’ 대회 기간 한국 여성 골퍼의 선전을 기원하며 바른먹거리를 후원하고 있다
천지일보,풀무원 뮤지엄김치간 무료 ‘어린이 김치학교’ 운영,천지일보이승연 기자 풀무원 김치박물관 ‘뮤지엄김치간’이 정유년 새해를 맞아 오는 3월까지 ‘어린이 김치학교’를 무료로 운영한다고 4일 밝혔다 어린이 김치학교는 어린이들이 미각교육을 통해 올바른 식습관을 형성하고 직접 김치도 담가보며 김장문화를 몸소 체험하는 교육 프로그램이다 김치학교 미각교육은 어린이들이 뮤지엄김치간의 전문 에듀케이터의 지도에 따라 무 쪽파 등 김치의 재료를 눈으로 보고 맛보고 냄새 맡고 손으로 만지고 소리를 들으며 오감으로 자연의 맛을 경험하게 한다 미각 교육이 끝난 어린이들은 직접 ‘백깍두기’를 담가보고 본인이 담근 김치를 뮤지엄김치간에서 제공하는 친환경 김치용기에 포장해 가져갈 수 있다 모든 체험이 끝난 후에는 뮤지엄김치간을 자유롭게 관람할 수 있다 어린이 김치학교는 1월부터 3월까지 매주 화요일 수요일 목요일 오전 10시 20분에 40분간 진행되고 대상은 5세13세의 어린이와 초등학생이다 입장료와 체험비 모두 무료이며 어린이와 함께 온 성인 보호자는 뮤지엄김치간의 입장료만 내면 된다 사전 예약은 필수이며 뮤지엄김치간 홈페이지나 전화로 예약할 수 있다 또한 겨울방학을 맞아 1월 한 달간 초등학생 36학년을 대상으로 ‘박물관학교’도 운영한다 박물관학교에서는 김치에 대한 전문적인 지식을 갖춘 뮤지엄김치간의 전문 큐레이터가 김치의 우수성 역사 종류 효능은 물론 2013년 유네스코 인류무형문화유산으로 지정된 김장문화까지 김치에 대한 모든 것을 설명해 준다 월요일을 제외한 매일 오전 11시와 오후 2시에 2회씩 걸쳐 열리며 40분간 진행된다 사전예약은 필수고 뮤지엄김치간 홈페이지에서 신청할 수 있다 체험학습비는 입장료 포함 1인당 5000원이다 참석자에게는 김치 유산균 ‘락토바실러스균’이 들어간 풀무원건강생활의 ‘9 혼합유산균’과 뮤지엄김치간 워크북이 제공된다 아울러 닭띠 유료 관람객만 11세 이상에게 선물을 증정하는 이벤트도 마련했다 선착순 170명을 대상으로 1월 한달간 실시하며 뮤지엄김치간 4층 안내데스크에 생년월일을 증명할 수 있는 신분증 학생증 등을 제시하면 풀무원의 ‘바른먹거리 꾸러미’와 ‘김치 도서’ 중 하나를 선택할 수 있다 또 스마트폰으로 뮤지엄김치간 홈페이지에 접속한 후 뮤지엄김치간 안내데스크 직원에게 보여주면 입장료를 현장에서 즉시 20 할인받을 수 있다 뮤지엄김치간은 농림수산식품부가 2011년 우수 농어촌 식생활 체험 공간 제47호로 지정한 김치 전문 박물관이다 
